no,instruction,input,output,Reference,Manually review,Note
195,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi vừa sinh con và đang ở phòng đẻ. Tôi nên làm gì trong 2 giờ đầu tiên sau khi sinh?,"Trong 2 giờ đầu tiên sau khi sinh, bạn nên đặt con nằm tiếp xúc da kề da trên bụng mẹ và hướng dẫn cách cho con bú. Đồng thời, hãy giữ ấm phòng với nhiệt độ từ 26oC-28oC, đội mũ cho con và phủ khăn để giữ ấm cho cả mẹ và con.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
196,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Làm thế nào để quan sát trẻ và biết khi nào trẻ đòi bú?,"Bạn có thể quan sát trẻ để biết khi nào trẻ đòi bú bằng cách theo dõi dấu hiệu như mở miệng, chảy nước dãi, mút tay, hoặc trườn bò. Khi bạn nhận thấy những dấu hiệu này, hãy hướng dẫn cách cho trẻ bú ngay trên bụng mẹ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Bạn có thể nhận biết khi nào trẻ đòi bú bằng cách quan sát các dấu hiệu như mở miệng, chảy nước dãi, mút tay hoặc trườn bò. Khi thấy những triệu chứng này, hãy cho trẻ bú ngay trên bụng mẹ để đáp ứng nhu cầu của trẻ. Cụ thể, chú ý đến các dấu hiệu như trẻ mở miệng và tìm kiếm vú, chảy nước dãi có thể là dấu hiệu trẻ đói, trẻ mút tay hoặc ngón tay của mình, và trẻ di chuyển về phía mẹ hoặc vú. Khi nhận thấy những biểu hiện này, hãy hành động ngay để đảm bảo trẻ nhận đủ dinh dưỡng.",Thiếu thông tin 
197,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Sau khi con hoàn thành bữa bú đầu tiên, tôi cần thực hiện những việc gì?","Sau khi con hoàn thành bữa bú đầu tiên, bạn cần thực hiện những việc như kiểm tra toàn thân cho trẻ, chăm sóc rốn, mắt, tiêm vitamin K1, tiêm vaccin viêm gan B và BCG.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
198,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Trong 2 giờ đầu sau khi sinh, tôi cần theo dõi những gì về thể trạng và sức khỏe của mẹ và trẻ?","Trong 2 giờ đầu sau khi sinh, bạn cần theo dõi thể trạng, mạch, huyết áp, co hồi tử cung, và ra máu của mẹ tại các thời điểm 15 phút một lần. Đồng thời, bạn cũng cần theo dõi tình trạng thở, trương lực cơ, màu sắc da, nhịp tim của trẻ, cùng với toàn trạng như thân nhiệt và tiêu hóa.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Trong vòng 2 giờ đầu sau sinh, việc theo dõi chặt chẽ các chỉ số sinh tồn của cả mẹ và bé là một trong những yếu tố quan trọng để đảm bảo an toàn. Cụ thể, cần theo dõi mạch, huyết áp, nhịp thở, co hồi tử cung của sản phụ và nhịp tim, nhịp thở, màu sắc da, trương lực cơ, thân nhiệt của trẻ sơ sinh. Việc theo dõi định kỳ 15 phút/lần giúp phát hiện sớm các biến chứng có thể xảy ra, từ đó có các biện pháp can thiệp kịp thời, bảo vệ sức khỏe cho cả mẹ và bé.",Thiếu thông tin 
199,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi cần tuân thủ những nguyên tắc vệ sinh nào khi chăm sóc mẹ và trẻ sơ sinh?,"Khi chăm sóc mẹ và trẻ sơ sinh, bạn cần tuân thủ nguyên tắc vệ sinh bằng cách rửa tay sạch bằng nước và xà phòng trước và sau mỗi lần chăm sóc. Đồng thời, đảm bảo rằng dụng cụ chăm sóc là vô khuẩn và không được dùng chung cho các sản phụ hoặc trẻ sơ sinh khác. Tã, áo, khăn, và đồ dùng cho mẹ và con cũng cần được giữ khô và sạch.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
200,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi cần làm gì nếu mẹ bị tình trạng mạch nhanh trên 90 lần/phút?,"Nếu mẹ bị tình trạng mạch nhanh trên 90 lần/phút, bạn cần kiểm tra ngay hiệu ứng áp lực, cầu an toàn, và ra máu. Hãy báo ngay nhân viên y tế nếu mẹ có tỉnh trạng sốc sản khoa.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
201,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Nếu tử cung của mẹ mềm và cao trên rốn, tôi nên làm gì?","Nếu tử cung của mẹ mềm và cao trên rốn, bạn nên xử trí đờ tử cung. Hãy thông báo ngay cho nhân viên y tế để được hướng dẫn và giúp đỡ.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Nếu tử cung của mẹ mềm và cao trên rốn, xoa bóp tử cung, ấn đấy lấy máu cục. Hãy thông báo ngay cho nhân viên y tế để được hướng dẫn và giúp đỡ.",Trả lời sai thông tin 
202,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Nếu tôi có rối loạn chảy máu trên 500 ml sau khi sinh, tôi nên làm gì?","Nếu bạn có rối loạn chảy máu trên 500 ml sau khi sinh và vẫn tiếp tục ra máu, bạn nên xử trí bằng cách sử dụng băng huyết sau đẻ. Hãy liên hệ với nhân viên y tế để được hỗ trợ và điều trị thích hợp.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
203,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Nếu tôi có rách âm đạo hoặc tầng sinh môn, tôi cần làm gì?","Nếu bạn có rách âm đạo hoặc tầng sinh môn, hãy sắp xếp để được khâu lại. Hãy liên hệ với nhân viên y tế để được tư vấn và điều trị thích hợp.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Để tránh các biến chứng có thể xảy ra, sản phụ bị rách âm đạo hoặc tầng sinh môn cần được khâu lại càng sớm càng tốt. Hãy thông báo ngay cho nhân viên y tế để được hỗ trợ.""",Thiếu thông tin 
204,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Nếu trẻ có khó thở, ngừng thở, tím tái, và cơ mềm nhẽo, tôi cần xử trí như thế nào?","Nếu trẻ có khó thở, ngừng thở, tím tái, và cơ mềm nhẽo, hãy thực hiện hồi sức thở và hồi sức tim cho trẻ ngay lập tức. Đồng thời, hãy liên hệ với nhân viên y tế để được chuyển tuyến và cấp cứu kịp thời.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
205,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi cần làm gì nếu trẻ bị lạnh hoặc ngưng thở?,"Nếu trẻ bị lạnh hoặc ngừng thở, hãy thực hiện hồi sức thở và hồi sức tim cho trẻ ngay lập tức. Đồng thời, liên hệ với nhân viên y tế để được hướng dẫn và đưa trẻ đến cơ sở y tế để điều trị.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Khi trẻ bị lạnh và ngừng thở, bạn cần bình tĩnh và thực hiện ngay các bước sau:
- Gọi cấp cứu: Hãy gọi ngay số điện thoại cấp cứu 115 (hoặc số cấp cứu tại địa phương) và thông báo tình hình cụ thể của trẻ.
- Hồi sức cấp cứu: Trong khi chờ đợi cấp cứu, bạn cần tiến hành hồi sức tim phổi cho trẻ. Tuy nhiên, nếu bạn chưa được đào tạo về kỹ năng này, hãy thực hiện các động tác hô hấp nhân tạo để duy trì đường thở cho trẻ.
- Giữ ấm cho trẻ: Đồng thời, hãy cố gắng giữ ấm cho trẻ bằng cách đắp chăn mỏng hoặc dùng các vật liệu mềm mại khác.",Thiếu thông tin 
206,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi cần biết thêm về việc chăm sóc và theo dõi sau khi sinh. Bạn có thể giúp tôi không?,"Tất nhiên, tôi sẽ cố gắng giúp bạn. Bạn có thể đặt những câu hỏi cụ thể liên quan đến việc chăm sóc và theo dõi sau khi sinh, và tôi sẽ cung cấp thông tin chi tiết và hướng dẫn cho bạn.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
207,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,"Thưa bác sĩ, tôi vừa sinh con được 2 ngày và thấy đau bụng dữ dội. Tôi nên làm gì?",Đau bụng sau sinh có thể là dấu hiệu của nhiễm trùng hoặc các vấn đề khác. Bạn nên đến gặp bác sĩ ngay lập tức để được kiểm tra và điều trị kịp thời.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Cơn đau bụng sau sinh có thể là biểu hiện của nhiễm trùng hoặc các vấn đề sức khỏe khác, đe dọa đến sức khỏe của sản phụ. Để được chẩn đoán chính xác và điều trị kịp thời, việc thăm khám bác sĩ là vô cùng quan trọng",Thiếu thông tin 
208,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang cho con bú nhưng núm vú bị nứt và đau. Tôi phải làm sao?,"Núm vú nứt và đau có thể gây khó khăn khi cho con bú. Bạn có thể thử thoa kem dưỡng núm vú hoặc sử dụng miếng lót núm vú để giảm đau. Nếu tình trạng không cải thiện, hãy đến gặp bác sĩ để được tư vấn thêm.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
209,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi thấy con mình có dấu hiệu vàng da. Tôi nên làm gì?,Vàng da ở trẻ sơ sinh có thể là dấu hiệu của bệnh lý gan hoặc các vấn đề khác. Bạn nên đưa con đến gặp bác sĩ ngay lập tức để được kiểm tra và điều trị kịp thời.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Vàng da ở trẻ sơ sinh có thể là dấu hiệu của các vấn đề nghiêm trọng như bệnh lý gan. Nếu bạn nhận thấy làn da của trẻ có màu vàng, đặc biệt ở mặt và mắt, hãy đưa con đến bác sĩ ngay lập tức. Việc kiểm tra và điều trị kịp thời rất quan trọng để ngăn ngừa các biến chứng và đảm bảo sức khỏe cho trẻ. Hãy luôn theo dõi sức khỏe của trẻ và tìm kiếm tư vấn y tế khi cần thiết.",Thiếu thông tin 
210,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn cho con bú hoàn toàn nhưng không biết cách. Bác sĩ có thể hướng dẫn tôi không?,"Cho con bú hoàn toàn là cách tốt nhất để nuôi dưỡng trẻ sơ sinh. Bác sĩ sẽ hướng dẫn bạn cách đặt bé đúng tư thế, ngậm núm vú đúng cách và cách kích thích sữa về.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
211,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị táo bón sau sinh. Tôi có thể làm gì để cải thiện tình trạng này?,"Táo bón sau sinh là tình trạng phổ biến. Bạn có thể thử ăn nhiều chất xơ, uống nhiều nước và đi bộ nhẹ nhàng để kích thích nhu động ruột. Nếu tình trạng táo bón kéo dài hoặc trở nên nghiêm trọng hơn, hãy đến gặp bác sĩ để được kê thuốc.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Táo bón sau sinh không chỉ gây khó chịu mà còn có thể dẫn đến các biến chứng khác. Do đó, sản phụ nên chủ động điều trị bằng cách thay đổi chế độ ăn uống và tăng cường vận động. Nếu tình trạng không cải thiện, cần đến gặp bác sĩ để được khám và điều trị kịp thời.",Thiếu thông tin 
212,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị mất sữa sau sinh. Tôi có thể làm gì để lấy lại sữa?,"Mất sữa sau sinh có thể do nhiều nguyên nhân. Bác sĩ sẽ kiểm tra để xác định nguyên nhân và đưa ra lời khuyên phù hợp. Bạn có thể thử cho con bú thường xuyên hơn, kích thích sữa về bằng cách vắt sữa hoặc sử dụng máy hút sữa.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
213,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị đau ngực sau sinh. Tôi nên làm gì?,"Đau ngực sau sinh thường do căng tức sữa. Bạn có thể thử cho con bú thường xuyên hơn, chườm ấm hoặc chườm lạnh lên ngực, và mặc áo ngực nâng đỡ tốt. Nếu tình trạng đau kéo dài hoặc trở nên nghiêm trọng hơn, hãy đến gặp bác sĩ để kiểm tra.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
214,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị chảy máu sau sinh. Tôi có nên lo lắng không?,"Chảy máu sau sinh là tình trạng bình thường nhưng cần theo dõi. Bạn nên theo dõi lượng máu chảy và màu sắc của máu. Nếu máu chảy nhiều, có cục máu đông hoặc có mùi hôi, hãy đến gặp bác sĩ ngay lập tức.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
215,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi đang bị sốt sau sinh. Tôi có nên lo lắng không?,Sốt sau sinh có thể là dấu hiệu của nhiễm trùng. Bạn nên đến gặp bác sĩ ngay lập tức để được kiểm tra và điều trị kịp thời.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018","Sốt sau sinh có thể là dấu hiệu của nhiễm trùng, như viêm nhiễm tử cung hoặc nhiễm trùng vết mổ. Nếu bạn gặp phải tình trạng sốt, đặc biệt trong những ngày đầu sau sinh, hãy đến gặp bác sĩ ngay lập tức. Việc kiểm tra và điều trị kịp thời rất quan trọng để đảm bảo sức khỏe của mẹ và hỗ trợ quá trình hồi phục sau sinh. Hãy luôn lắng nghe cơ thể và tìm kiếm sự tư vấn y tế khi cần thiết.",Thiếu thông tin 
216,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn tiêm phòng cho con nhưng không biết nên tiêm những loại nào và khi nào?,Trẻ sơ sinh cần được tiêm phòng một số loại vắc-xin để bảo vệ khỏi các bệnh nguy hiểm. Bác sĩ sẽ lập lịch tiêm chủng phù hợp cho con bạn dựa trên tuổi và tình trạng sức khỏe của bé.,"Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
217,Bạn là bác sĩ hãy trả lời câu hỏi của bệnh nhân,Tôi muốn biết cách chăm sóc trẻ sơ sinh đúng cách. Bác sĩ có thể hướng dẫn tôi không?,"Chăm sóc trẻ sơ sinh là một quá trình phức tạp nhưng cũng rất thú vị. Bác sĩ sẽ hướng dẫn bạn cách tắm, cho ăn, thay tã và theo dõi sức khỏe của bé.","Phần 2B, Hướng dẫn Quốc gia chăm sóc bà mẹ trẻ em, Bộ Y tế, 2018",,
